,Call Ghadhaig ,Cumha don Chaiptein Mac-Mhuirich| Fear Bhail-a-Chrothain,Alasdair | a laoigh mo cheille,,’S beag an t-ionghnadh mi ’bhi dubhach,Elegy | Lament | Political,,Eight line verse,Scotland,Unknown,{ Malcolm ],[ MacIntyre ],"Calum Dubh Mac an t-saor",1755 - 1840,Dallanaich an Gleann-Truim,,,Publication,,,,,,Vol. 3. No. 14,Mac-Talla,"October 6 1894",6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,http://www.bbc.co.uk/scotland/alba/radio/cuairtean/baideanach/cumha_call_gaick.shtml,"History of song and biographies
included",,
,Oran nan Coileach,,,,Di-luain is moch a dhuisgeadh,Humorous,Rooster waking in morning,Eight line verse,Scotland,Male ,[ Angus ],[ MacPhearson ],[ Aonghas og mac Aonghais ’ic Dhomhuill ’ic Iain ],,Benbecula,,,Publication,,,,,,Vol. 3. No. 15,Mac-Talla,"October 13 1894",6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,History of Poet and song included,,,
,Beannachd Leis na Beanntan,,,,Tha m’ inntinn lionta le curam cianal,Homeland | Praise,Homesickness | heat | missionary in Africa,Eight line verse,Scotland |  Africa,Male ,[ Rev. Patrick ],[ Cameron ],[ Mhr. Padruig Camshron ],,,,,Publication,,,,,,Vol. 3. No. 16,Mac-Talla,October 20 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,History of song included| submitted by Cabar Feidh,Chunnaic mi an t-oran so a leanas ann am paipeir Albannach an la roimhe agus smuainich mi gu ’m b’ fhiach e aite fhaotainn ann am MAC-TALLA. Rinneadh e le Mhr. Padruig Camshron a tha ’n drasd an cearn fad as de Africa far nach ’eil duine geal ach e fein.,,
,O Seas a Bho Riabhach,,Bu chaomh leam ’bhi mire| ri nighinn donn og,,O| seas a bho riabhach,Praise | Nature,Cow | Milking,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 17,Mac-Talla,October 27 1894,2,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Is Braithrean Sinn Uile,We Are All Brothers,,,O B’ alainn an dachaidh,Instructive,,Eight line verse,Scotland,Male ,R.,Nichol,,,,,,Publication,,,,,,Vol. 3. No. 17,Mac-Talla,October 27 1894,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,"Translated from English  by "" Fionn "" ( Henry Whyte )",,,
,Oidhche na Callainne an Tìr Chéin,,,,Is tiamhaidh| trom| mo chridhe ’nochd,Political,"New Year's Eve",Four line verse,Scotland,Male ,An t-Urr. Tomoid ,Mac Leoid,Caraid nan Gaidheal,,,,,Publication,,,,,,Vol. 3. No. 18,Mac-Talla,"November 3 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Chaidh an dan so a dheanamh leis an Urr. nach maireann Tormoid Mac Leoid| D. D.| duine a rinn uire air son math na Gaidhlig ’s nan Gaidheal ’s g’un d’ fhuair e mar ainm “Caraid nan Gaidheal.,,,
,Oran an Frasan,,,,’S tiom dhomh teannadh ri m’ oran| A chur ann an ordan,Complaint | Humorous | Political,"New fashions | Younger Generation",Eight line verse,Scotland,Male ,Domhnull,Mac Ruairidh,Domhnull mac Iain ’ic Aonghais,,,,c. 1870,Publication,,,,,,Vol. 3. No. 19,Mac-Talla,"November 10 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Submitted by Iain,History of song and poet included with song,,
,Oran do' n Urramach Ruairidh MacLeoid,,,,Fhior Urramaich Uasail da rìreamh,Praise | Political,"Rev. Ruairidh MacLeod of DunBheagan | Ontario",Eight line verse,Scotland,Male ,Calum,MacAsguill,Calum mac Iain ’ic Phadruig,,Harris,,Late 1800s,Publication,,,,,,Vol. 3. No. 20,Mac-Talla,"November 17 1894",6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Tha Calum Mac Asguill| no Calum mac Iain ’ic Phadruig| a comhnuidh anns na h-Earradh| agus tha e ’n deigh iomadh oran a dheanamh. Cha’n eil ach uine ghoirid o’n rinn e ’m fear so do ’n Urramach Ruairidh Mac-Leoid| ministeir Dhunbheagain| ’an Ontario. Is mac e do “Mhairi nighean a Ghobha|” piuthar Iain ’Ic-Illemhoire| bard agus gobha na h-Earradh. Thainig mar sin gibht na bardachd gle dhligheach air.,,,
,Rannan,,,,Oidhche dhomh bhi ann am leaba,Humorous,,No structure,Unknown,Male ,,,Aliain Buidhe,,,,,,,,,,,Vol. 3. No. 20,,"November 17 1894",7,,,,,
,Oran do dh’ Iarla Atholl,,,,’S mithich dhomhsa ’bhi ’g éirigh,Praise | Political,"Earl of Atholl",Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 21,Mac-Talla,"November 24 1894",6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Oran do dh’ Iarla Atholl,,,
,Long Loch Lagain,,,,O! Nach tilleadh Mo robairneach gaolach,Local events and characters | Humorous,"Raft | builiding raft | raft going from shore",Eight line verse,Scotland,Male ,Lachinn,Mac-Mhuirich,"Fear Strath Mhathaisidh",,Loch Lagain,,,Publication,,,,,,Vol. 3. No. 21,Mac-Talla,"November 24 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,ha Lachinn Mac-Mhuirich| Fear Fear Strath Mhathaisidh| na sgoilair math| na dheagh bhard| ’s na dhuine gasda. Cha mhor de na baird a dheanadh oran magidh na b’ fhearr na e. Bha e comhnidh lamh-ri Loch Lagain. Air la araid chuir e daoine do ’n choille a ghearradh fiodha. Tharruinn iad an fiodh a dh’ ionnsidh an locha. Bha iad a deanamh rath dheth gus a thoirt gu aite sonrichte. Mun robh ’n rath uile gu leir deas ghluais e am mach bho ’n loch| agus féar do na daoine air. A reir an orain bha ’m Bard a dol am mach an deigh an fhir a bha air an rath| ach chuir Calum stad air| ag radh gun robh e gu leor aon duine a bhi baite. Shaoil an fheadhinn a bha ’fuireach air taobh eile an loch gur h-e long tombaca a bha ’son rath. An deigh iomad comhairle a ghabhail rinneadh bata leis an dugadh air tir fear a bha ’sa chunnart.,,,
,Oran Bhonaparte,Litir agus Oran a Eilean a Phrionnsa,,,Na ’m fhear focaìl bhiodh giar mi,Praise | Political,War | Bonaparte | Battle of Waterloo,Eight line verse,Scotland,Male ,Aonghas,Seath,,,"Skye | Prince Edward Island",,,Publication,,,,,,Vol. 3. No. 22,Mac-Talla,"December 1 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Chunnaic mi òran a’ ghunna le Aonghas Seath anns a’ phaipeir mios no dha air ais| agus thug sin ’n am chuimhne oran eile| a rinn am bard ceudna| an uair a chual’ e gun do ghlacadh Bonaparte an deigh blar Uaterloo. Ma bha ’n t-oran so riamh an clò cha’n’eil fios agamsa| agus cha’n’eil moran beo a nìs aig a’ bheil e air am meodhair. So agad e facal air an fhacal mar a dh’ ionnsuich mi e ’n am ghille og anns an Eilean Sgiathanach:—,Submitted by Domhnall Domhnuallach| PEI| Domhnull Mac Phadruig ’ic Alasdair á Uige,,
,Oran Seacharan Seilge,,,Chunna mi ’n damh donn ’s na h-eildean,’S mi tearnadh à Coire-cheathaich,Praise | Nature | Political,Hunting,Four line verse / Three line chorus,Scotland,Male ,[ Duncan ],[ MacIntyre ],"Donnachadh Ban Mac an t-Saoir",b.1724,"",,,Publication,,,,,,Vol. 3. No. 23,Mac-Talla,"December 8 1894",6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Oran Gaoil,,,,Oidhche dhomh ’s mi ’n druim a chlachain,Love,,Eight line verse,Scotland,Unknown,,,,,,"Lochabar | Antigonish",,Publication,,,,,,Vol. 3. No. 23,Mac-Talla,"December 8 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Fhuair an t-oran so bho Sheoc Ruadh Siosal an Antigonish. Thubhairt e rium gun d’ ionnsaich e e bho Aonghus Domhnullach| Aonghus an t-Saoir no Bodach nan Snathadan. ’S ann a Lochabar a thanig Aonghus.,Submitted by A. MacLean Sinclair,,
,Tha mo Bhreacan dubh fo’n Dile,,,Tha mo Bhreacan dubh fo’n Dile,Tha mo bhreacan gu fluich| fuaraidh,Work | Milling | Complaint,Army,Two line verse / Three line chorus,Scotland,Unknown,,,,,,"",,Publication,,,,,,Vol. 3. No. 24,Mac-Talla,"December 15 1894",1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Oran an Uisge-Bheatha,,,,’Nan eiridh anns a mhaduinn domh,Humorous | Drinking,Whisky,Eight line verse,Scotland,Male ,[ Ronald ],[ MacDonald ],Raonull  Mac Iain Mhic Eoghain,,Minginish,Skye,,Publication,,,,,,Vol. 3. No. 24,Mac-Talla,"December 15 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Rugadh Raonull Domhnullach| Raonull mac Iain mhic Eoghain| ann Sgire Mhinginish san Eilein Sgitheanach| Bhe é na dhiune geur| deas chainnteach| Chaidh tri de na h-orain aig’ a chur am mach ann an Leabhar Dhomhnuill nan Oran ’sa bhliadhna 1811| Marbhrann Fear Thalasgair| Oran an Uisge-bheatha| agus Oran an Acrais. Chaochail fear Thalasgair ’sa bhliadhna 1800. Bha Raonull beo aig an am sin. Feumaidh e a bhith gu bheil fios aig cuideigin cuin a rugadh e| cuin a dh’eug e| agus co dhiu a bha e pòsda no nach robh.,See Transactions of Gaelic Society of Glasgow Vol 2. 1891-1894 for notes on poet,Submitted by Alasdir,
,Oran Alasdair,,,Alasdair nan stop,’S coma leat an sile,Praise ,Alasdair | Tavern,Four line verse / Four line chorus,Scotland,Male ,[ Duncan ],[ MacIntyre ],"Donnachadh Ban Mac an t-Saoir",b.1724,,,,Publication,,,,,,Vol. 3. No. 25,Mac-Talla,"December 22 1894",1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,An Gille Dubh cha Treig Mi,,,An gille dubh cha tréig mi,Tha mo chàirdean deonach,Love,Soldier,Four line verse / Four line chorus,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 25,Mac-Talla,"December 22 1894",7,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Am Bruadar Innseanach,Caoidh a' Bhaird,Air feasgar luain is mi air chuairt,,Air dhomhsa tuiteam trom an suain,Instructive,"Dream | Poet | Gaelic",Eight line verse,Scotland,Male ,"Iain",MacGriogair,,,,,,Publication,,,,,,Vol. 3. No. 25,Mac-Talla,"December 22 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Rinneadh an t-oran so le fior-Ghaidheal—Mhr I. MacGriogair a tha na Ard-Oifigeach san Arm anns na h-Innseachan,Published in the Celtic Monthly | Volume 3 | p. 14,Submitted by Cabar Feidh | Lunnain ,
,Domhnull Mac Iain Dhuinn,,,,Ach a Dhomhnuil mhic Iain duinn,Praise | Political,Domhnull Mac Iain Dhuinn | Domhnull Mac ’Ille-mhaoil,Twelve line verse,Ontario,Male ,Alasdair,Mac'ille-mhaoil,Alasdair Mac Eobhain mhic Gilleasbuig mhic Dhomhnull Dhuinn,,Lagan [Laggan],Glengarry,,Publication,,,,,,Vol. 3. No. 26,Mac-Talla,"December 29 1894",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Tha mi a cur ’g ad ionnsuidh ann an so óran a rinneadh le Alasdair Mac ’Ille-mhaoil| no mar theireadh iad ris| Alasdair Mac Eobhain mhic Gilleasbuig mhic Dhomhnull Dhuinn. Thàinig e do’n àite so a Lochaber ’sa bhliadhna 1802. Anns a bhliadhna 1817 tháinig càirdean dha do’n àite so mar an ceudna; am measg fheadhain eile bha Domhnull Mac ’Ille-mhaoil| no air sheòl eile| Domhnull Mac Iain Dhuinn| fear a bha ioma bliadhna na bhrocair ’san t-seann dùthaich| ’sa bha air a chùnntas ’na fhear-gunna a bha ainneamh math. Bha e ’na dhuine eireachdail agus measail ’sa h-uile dòigh. Rinn a charaid an t-òran so dha air a thighinn a nall.,,,
,Comhairle do ’n Talmach,Advice to Tolmie,,,O! ’s a Thalmaich| a ghraidhein,Praise,Talmach | Tolmie,Three line verse,Nova Scotia,Male ,Seumas,Mac-Griogair,Seumas MacGriogair D.D.,1759 - 1830,,Pictou,,Publication,,,,,,Vol. 3. No. 27,Mac-Talla,"January 5 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Duanag Ghaoil,Thainig an Gille Dubh,,Thainig an Gille Dubh,Gur mis' tha gu tinn| le goirteas mo chinn,Love,,Four line verse / Four line chorus,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 28,Mac-Talla,"January 12 1895",1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Litir as an Iar-Thuath.,,,,Gun dean mi duan chur suas gun dail ,Homeland | Praise,"North West Territory | West",Four line verse / Four line chorus,Manitoba,Male ,,,,,Earlswood,,,Publication,,,,,,Vol. 3. No. 28,Mac-Talla,"January 12 1895",4,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,An Seillein [Seillein],Busy Bee,,,Nach saoithreach gleust an seillein beag,Nature | Praise,Bee,Four line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 29,Mac-Talla,"January 19 1895",1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Appeared in Co'chruinneachadh| air a chur r'a chéile air iarrtas Comuinn Ard-Sheanadh Eaglais na h-Alba ed. Tormaid MacLeod| D.D. Ministeir an t-Soisgeil ann an Campsie,,,
,Duan le Oisein [ Oisean ],,,,’S luàineach mo chadal an nochd,Ballad,,No structure,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 29,Mac-Talla,"January 19 1895",5,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Oran Do Dhomhnall Ban Mac Dhomhnill Duibh| Tighearna Lochiall,Oran do Loch Iall,,,So deoch slainte mo ghaisgich,Praise | Political, Domhnall Ban Mac Dhomhnill Duibh | Tighearna Lochiall | Gladsmuir,Eight line verse,Scotland,Male ,[ Alexander ],[ Cameron ],An Taillear Mac Alasdair,,Locheil,Lochaber,January 1746,Publication,,,,,,Vol. 3. No. 29,Mac-Talla,"January 19 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Appears in Comhchruinneacha do dh'òrain taghta| Ghàidhealach| nach robh riamh roimhe clò-bhuailte gus a nis| air an tional o mheodhair| air feadh gaidhealtachd a's eileine na h-Alba,http://www.lochiel.net/archives/arch075.html,Bha coir aig Domhnull Bàn Lochiall air a deas anns a bhlar. B’ e Eoghan Dubh Lochiall—an t-Eoghan a thug an sgornan as an t-Sasunnach le fhiaclan—a sheanair; agus b’ e Eachunn Ruadh—an t-Eachann carchaichte—a thuit ann am blar Ionarcheitein brathair a sheanathar.,
,Oran Do'n Mhusg. [ Oran do'n Mhusgaid ],,,,’S iomadh car a dh’fhaodas tigh’n air na fearaibh,Praise,Musket,Four line verse,Scotland,Male ,[ Duncan ],[ MacIntyre ],Donncha Na [ Dunnachadh Bàn Mac an t-Saoir ],,,,,Publication,,,,,,Vol. 3. No. 30,Mac-Talla,"January 26 1895",3,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Turner| Patrick.,,,
,Failt Do'n Earrach,,,,Fàilt ’ort fhéin| O Earraich fhuair,Praise | Nature,Spring,Four line verse,Unknown,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 30,Mac-Talla,"January 26 1895",4,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,Submitted by Iain,Tha e air a radh gu bheil cuid de shliochd an Tailleir Mhic Alasdair an Ceap Breatunn. Co iad?,
,An Sealgair agus am Fiadh,,,,’S mi ’m shuidh’ ’sa bhadain chaorinn,Dialogue | Nature,"Hunter | Deer | Conversation",Four line verse,Scotland,Male ,[ Donald ],[ Campbell ],Domhnall Mor Og,1838 - 1880,Lochaber,,,Publication,,,,,,Vol. 3. No. 30,Mac-Talla,"January 26 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Appears in An Duanaire https://search.nls.uk/primo-explore/fulldisplay?vid=44NLS_VU1&docid=dedupmrg36281904,https://digital.nls.uk/early-gaelic-book-collections/archive/76054000,’S e Comaranach a bha ann an Domhnull Mor Og. Is ann a mhuinntir Lochabair a bha e. Rinn Alasdir Mac-Fhionghain marbhrann dha. Rinn Ailain Dall cuideachd marbhrann da. Bha e na b’ fhearr air sealgaireachd na air orain.,
,Teist Dhomhnuill air Manitoba,,Hi-ri-ri ho rathaill o| si ’n nighinn donn is boidhche,Hi-ri-ri ho rathaill o| si ’n nighinn donn is boidhche,Dh’fhàg sinn dùthaich fhallain bhlàth,Homeland | Satire | Complaint,Manitoba,Four line verse / Four line chorus,Manitoba,Male ,,,Domhnall Diombach. [ Pen Name ],,Manitoba,,,Publication,,,,,,Vol. 3. No. 31,Mac-Talla,February 2 1895,4,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,FHIR DHEASACHAIDH:—Chunaic mi òran Mhic Fhionghain o ’n Iar-Thuath anns a MHAC-TALLA agus thaitinn e gu math rium. Thug thu dhuinn e air Ian. 12. Cha’n eil na h-uile fear cho measail air an dùthaich ri Mac Fhionghain. Chuir “Domhnull diombach”—cha d’ fhuair mi riabh a mach co e—òran diomolaidh air Manatoba gu paipeir Mhic Coinnich ann an Inbhirnis an Alba| beagan bhliadhnachan air ais. Tha mi cur pairt deth a d’ ionnsuidh. Tha mi cur ad ionnsuidh mar an cundna òran a rimieadh ann am freagradh dha mar a leanas:—,,,
,Oran,, S e mo chaochladh mor a thanig,’Si Bhliadhn-Ur so ’dh’uraich bròn dhomh,’Si Bhliadhn’-Ur so ’dh’fhàg mi cianai,Love,,Four line verse / Four line chorus,,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 31,Mac-Talla,"February 2 1895 ",7,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Submitted by C. Braighe Mhargree,,,
,Freagradh do Dhomhnull Deombach [ Diombach ],,,,’S olc an obair do ’n a bhard,Homeland | Praise,Manitoba,Four line verse,Manitoba,Male ,,,,,Manitoba,,,Publication,,,,,,Vol. 3. No. 32,Mac-Talla,"February 9 1895",1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,See Vol. 3. No. 28 and Vol. 3. No. 31,Submitted by Caraid a' Dhuthcha,,
,Ochoin| a Righ| Gur a mi ’tha Muladach,,,Ochoin| a Righ| Gur a mi ’tha Muladach,’Nuair chaidh sinn sios bha i ’n iar-eas againne,Homeland | Love, Sailing | Loch Aills' | Newary,Four line verse / Four line chorus,Scotland,Unknown,,,,,Loch Aills',,,Publication,,,,,,Vol. 3. No. 32,Mac-Talla,"February 9 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,http://www.tobarandualchais.co.uk/en/fullrecord/13274/2,Description from Tobar an D. :  In this song a man is at sea| and he gives vivid descriptions of the stormy weather and how they cope with it. He asks for his greetings to be sent to Elizabeth and laments that the weather is keeping him from being with her.,,
,Oran Ur,,,Hug hoironn ho| ro bha ho | Nighean donn bhoidheach,Gu a mitich dhomh glùasad [mithich ],Milling | Love | Praise,,Two line verse / Three line chorus,Unknown,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 33,Mac-Talla,"February 16 1895",1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Oran na Comhachaig,,,,A Chomhachag bhochd na Sroine,Dialogue | Satire | Humorous,Old age | Owl | Dog | Marriage,Four line verse,Scotland,Male ,[ Donald] ,[ MacDonald ],Domhnull Mac Fhionnlaidh nan Dàs,,Lochaber | Glencoe,,,Publication,,,,,,Vol. 3. No. 33,Mac-Talla,"February 16 1895",6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,See Sàr Obair nam Bàird p. 17,,,
,Marbhrann do Dhaoine a chaidh a bhàthadh,,,,Gur muladach mo dhuan an drasd,Lament | Elegy,Drowning,Four line verse,Scotland,Male ,Iain,"Mac Choinnich",,,Skye,,c. 1893,Publication,,,,,,Vol. 3. No. 33,Mac-Talla,"February 16 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,do dhaoine chaidh a bhàthadh aig an Eilean Sgiathanach am foghar 1893,,,
,"Domhnull Beag",,,A Dhomhnuill bhig| o hù o hó,A Dhomhnuill bhig| ’s tu m’ ùigh a’s m’ annsachd,Exile,Leaving home | family | son | Emigrant,Four line verse / Four line chorus,Scotland,Male ,Dùghall,MacPhail,,,,,,Publication,,,,,,Vol. 3. No. 34,Mac-Talla,"February 23 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,See An t-Òranaiche p. 45,Oran le Dùghall Mac Phail| air dha bhi air an rathad do Shasunn| ’s e’n deigh a bhean agus a mhac òg ’fhàgail,,
,Oran,"Oran a' Mhathain",,Ho io hi ri o ho ro hall,’S lium [ leam ] as duilich mar thachair,Satire | Humorous | Nature,Bear | Pig,Eight line verse / Four line chorus,Ontario,Male ,Domhnull,Moirestan,Domhnull Fidhleir,,Kenyon,Glengarry,,Publication,,,,,,Vol. 3. No. 34,Mac-Talla,"February 23 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/, rinneadh le Domhnull Moireastan (Domhnull Fidhleir) ann a’ n’ Kenyon ca Siorramachd Ghleann-a-garraidh| an Canada| do mhathan a thug muc bho dhuine àraidh sa choimhearsnachd.,Submitted by A. M. M. ,,
,Laoidh,"Stand Up| Stand Up for Jesus",,,Seas suas! seas suas| gu dìleas,Religious,,Eight line verse,Scotland,Male ,George,Duffield,,,,,,Publication,,,,,,Vol. 3. No. 35,Mac-Talla,"March 2 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Translated from English,,,
,Mar Chaidh an Cal a Dholaidh,,,,Sid mar chaidh an càl a dholaidh,Port à Beul | Humorous,Cabbage | Raiding,Four line verse / Four line chorus,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 35,Mac-Talla,"March 2 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,,,,
,Cumha Do’n Urr. Mr. Alasdair McFhearchair,,,Och nan och tha sinn fo thùrs’,’Nuair thàinig am pec’ do’n t-saogh’l,Lament | Elegy | Political,"Minister | Religion",Four line verse / Four line chorus,Nova Scotia,Male ,Iain,Caimbeul,,,Middle River,Victoria,c. 1862,Publication,,,,,,Vol. 3. No. 36,Mac-Talla,"March 9 1895",1,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Rinneadh an cumha so do’n Urr. Mr. Mac Fhearchair ministeir na h-Aimhne Meadhonaich| a chaochail mu ’n bhliadhna 1859| agus athair an Urr. Alasdair òig Mhic Fhearchair| ministeir cliùiteach Shidni a chaochail an 1862,Includes further biographical information,,
,Oran,,,,Thoir an nall dhuinn am bòtul,Homeland | Praise,Eilein Naomh Mairi,Eight line verse,Scotland | Nova Scotia| Prince Edward Island,Male ,Ruari,"Mac-Coinnich",,,Applecross,,c. 1804,Publication,,,,,,Vol. 3. No. 36,Mac-Talla,"March 9 1895",6,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,See Transaction of the Gaelic Society of Inverness | Volume 12 | p. 118,,,
,Laoidh Oisein do’n Ghrein,,,,O thusa fein a shiubhlas shuas,Ballad | Praise | Nature,Sun,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 36,Mac-Talla,"March 9 1895",7,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,from MacPherson ?,,,
,Moladh na H-Oighe Gaelich,,,,A Nighean bhòidheach |  An òr-fhuilt bhachalaich,Love | Praise | Homeland,"Highland Maiden",Eight line verse,Scotland,Male ,Uilleam,Ros,,1762 - 1790,,,,Publication,,,,,,Vol. 3. No. 37,Mac-Talla,March 16 1895,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,See Sàr-obair nam Bàrd Gaelach,,,
,Cuachag nan Craobh,,,,Chuachag nan craobh| nach trua’ leat mo chaòi’,Love,,Eight line verse,Scotland,Male ,Uilleam,Ros,,1762 - 1790,,,,Publication,,,,,,Vol. 3. No. 38,Mac-Talla,"March 28 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,See Sàr-obair nam Bàrd Gaelach,,,
,Laoidh,"I Heard the Voice of Jesus Say",,,Do chuala mi guth Ios’ ag ràdh,Religious,,Eight line verse,Scotland,Unknown,,,,,,,,Publication,,,,,,Vol. 3. No. 38,Mac-Talla,"March 28 1895",8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,Translation of English hymn,,,
,"Oran Cumhaidh",Oran eile air an aobhar cheudna,,,Tha mise fo’ mhulad sa’n àm,Love,Lost love,Eight line verse,Scotland,Male ,Uilleam,Ros,,1762 - 1790,,,,Publication,,,,,,Vol. 3. No. 39,Mac-Talla,March 30 1895,8,http://www.smo.uhi.ac.uk/en/rannsachadh/leabharlann/cruinneachadh-didseatach-old/mac-talla-iris-3/,See Sàr-obair nam Bàrd Gaelach p. 297,,,
